,index,likes,Checkins,Returns,Category,commBase,comm24,comm48,comm24_1,"diff_24,48",baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output
6338,6338,55975,53564,774.0,50.0,104.0,7,35.0,87,-28,54,346,71.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1
6339,6339,55975,53564,774.0,50.0,1.0,0,0.0,1,0,61,320,3.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0
6340,6340,55975,53564,774.0,50.0,81.0,81,0.0,81,81,20,338,52.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,12
6341,6341,55975,53564,774.0,50.0,3.0,2,1.0,3,1,30,112,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0
6342,6342,55975,53564,774.0,50.0,0.0,0,0.0,0,0,9,144,1.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6343,6343,55975,53564,774.0,50.0,0.0,0,0.0,0,0,64,109,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0
6344,6344,55975,53564,774.0,50.0,17.0,17,0.0,17,17,10,88,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,2
6345,6345,55975,53564,774.0,50.0,129.0,3,38.0,102,-35,68,305,126.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,2
6346,6346,55975,53564,774.0,50.0,0.0,0,0.0,0,0,68,74,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0
6347,6347,55975,53564,774.0,50.0,4.0,1,1.0,2,0,57,63,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6348,6348,55975,53564,774.0,50.0,32.0,32,0.0,32,32,2,295,81.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,73
6349,6349,55975,53564,774.0,50.0,3.0,3,0.0,3,3,15,65,3.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0
6350,6350,55975,53564,774.0,50.0,26.0,26,0.0,26,26,16,140,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,5
6351,6351,55975,53564,774.0,50.0,80.0,1,15.0,68,-14,59,310,62.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,1
6352,6352,55975,53564,774.0,50.0,2.0,1,1.0,2,0,29,0,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0
6353,6353,55975,53564,774.0,50.0,0.0,0,0.0,0,0,37,134,2.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0
6354,6354,55975,53564,774.0,50.0,0.0,0,0.0,0,0,41,69,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0
6355,6355,55975,53564,774.0,50.0,48.0,48,0.0,48,48,5,305,63.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,33
6356,6356,55975,53564,774.0,50.0,0.0,0,0.0,0,0,0,66,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,2
6357,6357,55975,53564,774.0,50.0,4.0,3,1.0,4,2,25,67,3.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0
6358,6358,55975,53564,774.0,50.0,1.0,0,1.0,1,-1,25,87,1.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6359,6359,55975,53564,774.0,50.0,3.0,2,1.0,3,1,29,92,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6360,6360,55975,53564,774.0,50.0,17.0,1,16.0,16,-15,47,68,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6361,6361,55975,53564,774.0,50.0,2.0,0,1.0,2,-1,55,128,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6362,6362,55975,53564,774.0,50.0,1.0,0,0.0,1,0,62,56,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0
6363,6363,55975,53564,774.0,50.0,9.0,9,0.0,9,9,6,127,2.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,2
6364,6364,55975,53564,774.0,50.0,138.0,138,0.0,138,138,16,290,144.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,26
6365,6365,55975,53564,774.0,50.0,0.0,0,0.0,0,0,10,58,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,0
6366,6366,55975,53564,774.0,50.0,10.0,0,2.0,8,-2,61,121,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0
6367,6367,55975,53564,774.0,50.0,146.0,1,12.0,133,-11,72,336,141.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0
6368,6368,55975,53564,774.0,50.0,0.0,0,0.0,0,0,33,54,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0
6369,6369,55975,53564,774.0,50.0,41.0,1,7.0,37,-6,66,69,1.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0
6370,6370,55975,53564,774.0,50.0,144.0,87,57.0,143,30,25,295,126.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,2
6371,6371,55975,53564,774.0,50.0,3.0,0,3.0,3,-3,45,71,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0
6372,6372,55975,53564,774.0,50.0,9.0,1,8.0,9,-7,43,62,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,1
6373,6373,55975,53564,774.0,50.0,114.0,114,0.0,114,114,21,292,84.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,12
6374,6374,55975,53564,774.0,50.0,1.0,0,1.0,1,-1,68,140,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6375,6375,55975,53564,774.0,50.0,18.0,3,9.0,13,-6,56,121,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6376,6376,55975,53564,774.0,50.0,0.0,0,0.0,0,0,13,90,1.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6377,6377,55975,53564,774.0,50.0,20.0,5,15.0,16,-10,40,78,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,4
6378,6378,55975,53564,774.0,50.0,16.0,0,2.0,15,-2,57,130,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6379,6379,55975,53564,774.0,50.0,108.0,4,13.0,97,-9,67,290,70.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,4
6380,6380,55975,53564,774.0,50.0,8.0,3,5.0,7,-2,35,124,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6381,6381,55975,53564,774.0,50.0,111.0,44,67.0,110,-23,27,295,74.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,8
6382,6382,55975,53564,774.0,50.0,101.0,12,14.0,84,-2,61,286,85.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0
6383,6383,55975,53564,774.0,50.0,105.0,1,7.0,98,-6,71,299,68.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0
6384,6384,55975,53564,774.0,50.0,0.0,0,0.0,0,0,0,113,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,22
6385,6385,55975,53564,774.0,50.0,2.0,0,2.0,2,-2,35,51,2.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6386,6386,55975,53564,774.0,50.0,8.0,3,4.0,3,-1,55,165,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6387,6387,55975,53564,774.0,50.0,10.0,1,9.0,9,-8,45,179,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6388,6388,55975,53564,774.0,50.0,7.0,0,3.0,6,-3,66,121,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,1
6389,6389,55975,53564,774.0,50.0,154.0,4,65.0,121,-61,61,382,119.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,4
6390,6390,55975,53564,774.0,50.0,3.0,0,0.0,3,0,71,107,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0
6391,6391,55975,53564,774.0,50.0,9.0,2,3.0,5,-1,54,89,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,1
6392,6392,55975,53564,774.0,50.0,124.0,124,0.0,124,124,10,375,119.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,20
6393,6393,55975,53564,774.0,50.0,15.0,1,2.0,14,-1,58,76,1.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0
6394,6394,55975,53564,774.0,50.0,93.0,16,77.0,87,-61,37,368,65.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,2
6395,6395,55975,53564,774.0,50.0,0.0,0,0.0,0,0,35,94,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0
6396,6396,55975,53564,774.0,50.0,84.0,1,83.0,83,-82,48,360,61.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,4
6397,6397,55975,53564,774.0,50.0,0.0,0,0.0,0,0,40,74,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1
6398,6398,55975,53564,774.0,50.0,6.0,0,1.0,6,-1,59,126,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6399,6399,55975,53564,774.0,50.0,102.0,24,78.0,97,-54,33,366,76.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6400,6400,55975,53564,774.0,50.0,83.0,14,69.0,78,-55,35,351,56.0,9,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6401,6401,2684768,0,129057.0,24.0,124.0,53,71.0,117,-18,33,141,157.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,27
6402,6402,2684768,0,129057.0,24.0,1223.0,376,847.0,1159,-471,30,42,1014.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,101
6403,6403,2684768,0,129057.0,24.0,128.0,128,0.0,128,128,8,147,51.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,31
6404,6404,2684768,0,129057.0,24.0,432.0,432,0.0,432,432,5,310,460.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,328
6405,6405,952756,8,443107.0,9.0,83.0,83,0.0,83,83,8,54,51.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,8
6406,6406,952756,8,443107.0,9.0,146.0,146,0.0,146,146,11,139,11.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,8
6407,6407,952756,8,443107.0,9.0,214.0,214,0.0,214,214,19,10,25.0,19,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,60
6408,6408,952756,8,443107.0,9.0,6.0,0,6.0,6,-6,31,419,5.0,6,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6409,6409,952756,8,443107.0,9.0,0.0,0,0.0,0,0,25,569,1.0,11,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6410,6410,952756,8,443107.0,9.0,45.0,45,0.0,45,45,8,35,91.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,5
6411,6411,952756,8,443107.0,9.0,5.0,5,0.0,5,5,18,989,4.0,18,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6412,6412,952756,8,443107.0,9.0,21.0,21,0.0,21,21,24,42,5.0,12,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6413,6413,952756,8,443107.0,9.0,3.0,3,0.0,3,3,1,639,11.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,1
6414,6414,952756,8,443107.0,9.0,2.0,0,2.0,2,-2,35,480,3.0,1,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6415,6415,952756,8,443107.0,9.0,8.0,8,0.0,8,8,3,30,4.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,1
6416,6416,952756,8,443107.0,9.0,102.0,3,99.0,101,-96,35,40,11.0,1,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6417,6417,952756,8,443107.0,9.0,88.0,6,82.0,88,-76,33,24,31.0,3,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6418,6418,952756,8,443107.0,9.0,55.0,55,0.0,55,55,14,26,59.0,21,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,4
6419,6419,952756,8,443107.0,9.0,791.0,791,0.0,791,791,18,37,35.0,17,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,135
6420,6420,952756,8,443107.0,9.0,149.0,63,86.0,144,-23,27,28,938.0,8,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,5
6421,6421,952756,8,443107.0,9.0,0.0,0,0.0,0,0,0,87,133.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,57
6422,6422,952756,8,443107.0,9.0,6.0,6,0.0,6,6,19,184,2.0,15,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6423,6423,952756,8,443107.0,9.0,145.0,145,0.0,145,145,10,76,258.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,13
6424,6424,952756,8,443107.0,9.0,3.0,0,3.0,3,-3,27,23,12.0,7,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6425,6425,952756,8,443107.0,9.0,21.0,21,0.0,21,21,6,268,5.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6426,6426,952756,8,443107.0,9.0,16.0,16,0.0,16,16,9,304,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6427,6427,952756,8,443107.0,9.0,24.0,24,0.0,24,24,5,87,21.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,2
6428,6428,952756,8,443107.0,9.0,75.0,75,0.0,75,75,8,73,208.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,33
6429,6429,32590,129,628.0,50.0,1.0,1,0.0,1,1,14,335,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,1
6430,6430,32590,129,628.0,50.0,1.0,0,1.0,1,-1,60,315,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6431,6431,32590,129,628.0,50.0,0.0,0,0.0,0,0,29,1244,3.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,1
6432,6432,32590,129,628.0,50.0,1.0,0,1.0,1,-1,33,123,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6433,6433,32590,129,628.0,50.0,0.0,0,0.0,0,0,31,129,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6434,6434,32590,129,628.0,50.0,2.0,2,0.0,2,2,13,1651,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6435,6435,32590,129,628.0,50.0,0.0,0,0.0,0,0,72,117,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6436,6436,32590,129,628.0,50.0,4.0,4,0.0,4,4,17,594,11.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6437,6437,32590,129,628.0,50.0,0.0,0,0.0,0,0,52,664,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6438,6438,32590,129,628.0,50.0,5.0,1,4.0,5,-3,40,258,3.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0
6439,6439,32590,129,628.0,50.0,15.0,15,0.0,15,15,17,458,20.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,2
6440,6440,32590,129,628.0,50.0,4.0,4,0.0,4,4,17,2957,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,2
6441,6441,32590,129,628.0,50.0,14.0,6,8.0,9,-2,40,364,14.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,1
6442,6442,32590,129,628.0,50.0,3.0,3,0.0,3,3,18,138,3.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6443,6443,32590,129,628.0,50.0,0.0,0,0.0,0,0,6,148,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1
6444,6444,32590,129,628.0,50.0,0.0,0,0.0,0,0,0,358,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,1
6445,6445,32590,129,628.0,50.0,3.0,0,3.0,0,-3,72,291,14.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0
6446,6446,32590,129,628.0,50.0,0.0,0,0.0,0,0,13,382,3.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,3
6447,6447,32590,129,628.0,50.0,2.0,2,0.0,1,2,38,155,11.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0
6448,6448,32590,129,628.0,50.0,4.0,0,3.0,4,-3,52,118,3.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0
6449,6449,32590,129,628.0,50.0,3.0,0,2.0,3,-2,53,405,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6450,6450,32590,129,628.0,50.0,4.0,1,1.0,2,0,63,243,2.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6451,6451,32590,129,628.0,50.0,3.0,2,1.0,3,1,29,257,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1
6452,6452,32590,129,628.0,50.0,0.0,0,0.0,0,0,36,497,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6453,6453,32590,129,628.0,50.0,0.0,0,0.0,0,0,0,317,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,1
6454,6454,32590,129,628.0,50.0,0.0,0,0.0,0,0,19,925,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0
6455,6455,32590,129,628.0,50.0,2.0,1,1.0,2,0,37,886,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1
6456,6456,32590,129,628.0,50.0,1.0,1,0.0,1,1,20,373,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,1
6457,6457,32590,129,628.0,50.0,0.0,0,0.0,0,0,8,1687,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,1
6458,6458,32590,129,628.0,50.0,0.0,0,0.0,0,0,60,1203,1.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0
6459,6459,32590,129,628.0,50.0,3.0,3,0.0,3,3,24,590,1.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6460,6460,32590,129,628.0,50.0,1.0,1,0.0,1,1,19,468,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6461,6461,32590,129,628.0,50.0,1.0,1,0.0,1,1,37,843,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6462,6462,32590,129,628.0,50.0,2.0,0,2.0,2,-2,40,259,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0
6463,6463,32590,129,628.0,50.0,2.0,1,1.0,2,0,31,373,2.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,1
6464,6464,32590,129,628.0,50.0,0.0,0,0.0,0,0,52,463,1.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0
6465,6465,32590,129,628.0,50.0,4.0,1,3.0,3,-2,55,603,2.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,1
6466,6466,32590,129,628.0,50.0,5.0,5,0.0,5,5,8,3231,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,1
6467,6467,32590,129,628.0,50.0,0.0,0,0.0,0,0,13,140,2.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6468,6468,32590,129,628.0,50.0,0.0,0,0.0,0,0,17,218,1.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0
6469,6469,32590,129,628.0,50.0,40.0,2,8.0,37,-6,60,174,20.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6470,6470,32590,129,628.0,50.0,1.0,1,0.0,1,1,1,376,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,2
6471,6471,32590,129,628.0,50.0,0.0,0,0.0,0,0,0,2839,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,5
6472,6472,32590,129,628.0,50.0,5.0,0,1.0,5,-1,50,759,5.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6473,6473,32590,129,628.0,50.0,0.0,0,0.0,0,0,54,608,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6474,6474,32590,129,628.0,50.0,0.0,0,0.0,0,0,0,530,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,4
6475,6475,32590,129,628.0,50.0,0.0,0,0.0,0,0,22,254,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0
6476,6476,32590,129,628.0,50.0,0.0,0,0.0,0,0,32,585,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0
6477,6477,32590,129,628.0,50.0,0.0,0,0.0,0,0,31,238,2.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0
6478,6478,32590,129,628.0,50.0,1.0,1,0.0,1,1,10,897,2.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,1
6479,6479,32590,129,628.0,50.0,0.0,0,0.0,0,0,46,232,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6480,6480,32590,129,628.0,50.0,3.0,3,0.0,3,3,13,145,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1
6481,6481,32590,129,628.0,50.0,1.0,0,1.0,1,-1,42,185,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6482,6482,32590,129,628.0,50.0,3.0,0,3.0,3,-3,43,575,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6483,6483,32590,129,628.0,50.0,6.0,1,5.0,6,-4,47,478,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0
6484,6484,32590,129,628.0,50.0,1.0,0,1.0,1,-1,43,933,42.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,1
6485,6485,32590,129,628.0,50.0,6.0,3,3.0,6,0,27,632,4.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0
6486,6486,32590,129,628.0,50.0,1.0,1,0.0,1,1,28,2412,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0
6487,6487,32590,129,628.0,50.0,11.0,11,0.0,11,11,16,614,20.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,10
6488,6488,32590,129,628.0,50.0,7.0,0,1.0,6,-1,71,1860,2.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6489,6489,32590,129,628.0,50.0,3.0,2,1.0,2,1,31,129,3.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0
6490,6490,32590,129,628.0,50.0,1.0,1,0.0,1,1,8,270,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0
6491,6491,32590,129,628.0,50.0,11.0,3,8.0,9,-5,42,247,3.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,1
6492,6492,32590,129,628.0,50.0,1.0,1,0.0,1,1,9,834,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,1
6493,6493,1422427,0,35610.0,9.0,33.0,1,32.0,32,-31,48,0,21.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6494,6494,1422427,0,35610.0,9.0,38.0,1,7.0,37,-6,53,0,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6495,6495,1422427,0,35610.0,9.0,58.0,3,55.0,55,-52,48,101,11.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6496,6496,1422427,0,35610.0,9.0,0.0,0,0.0,0,0,0,0,1.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,34
6497,6497,1422427,0,35610.0,9.0,30.0,0,1.0,29,-1,54,0,12.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6498,6498,1422427,0,35610.0,9.0,13.0,0,4.0,13,-4,50,0,14.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,1
6499,6499,1422427,0,35610.0,9.0,6.0,4,2.0,5,2,28,0,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6500,6500,1422427,0,35610.0,9.0,5.0,0,2.0,3,-2,63,0,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0
6501,6501,1422427,0,35610.0,9.0,15.0,3,12.0,15,-9,42,0,15.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6502,6502,1422427,0,35610.0,9.0,36.0,36,0.0,36,36,23,0,2.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6503,6503,1422427,0,35610.0,9.0,110.0,11,99.0,106,-88,34,0,81.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,1
6504,6504,1422427,0,35610.0,9.0,38.0,38,0.0,38,38,3,95,228.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,30
6505,6505,1422427,0,35610.0,9.0,58.0,8,50.0,56,-42,35,1243,62.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0
6506,6506,1422427,0,35610.0,9.0,32.0,32,0.0,32,32,11,46,66.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,2
6507,6507,1422427,0,35610.0,9.0,11.0,0,1.0,10,-1,64,0,3.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0
6508,6508,1422427,0,35610.0,9.0,24.0,24,0.0,24,24,9,0,43.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,16
6509,6509,1422427,0,35610.0,9.0,200.0,4,12.0,187,-8,68,12759,214.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,1
